Dimension	Value	GIM-012_control	COR-018_control
Lower PH	Residuals	1.58383950972468	-1.58383950972468
Lower PH	p values	0.679381	0.679381
Intermediate	Residuals	-1.21018929639078	1.21018929639078
Intermediate	p values	1	1
Higher PH	Residuals	-1.16983770584824	1.16983770584824
Higher PH	p values	1	1
Dimension	Value	GIM-012_control	JUT-008_control
Lower PH	Residuals	4.60288627903442	-4.60288627903442
Lower PH	p values	2.5e-05	2.5e-05
Intermediate	Residuals	-3.06567520852236	3.06567520852236
Intermediate	p values	0.013031	0.013031
Higher PH	Residuals	-3.21069157022818	3.21069157022818
Higher PH	p values	0.007945	0.007945
Dimension	Value	MUN-020_control	AKA-018_control
Lower PH	Residuals	1.30848130450156	-1.30848130450156
Lower PH	p values	1	1
Intermediate	Residuals	-1.04120037211535	1.04120037211535
Intermediate	p values	1	1
Higher PH	Residuals	-0.893717375877154	0.893717375877154
Higher PH	p values	1	1
Dimension	Value	MUN-020_control	COR-018_control
Lower PH	Residuals	1.96398277444269	-1.96398277444269
Lower PH	p values	0.297193	0.297193
Intermediate	Residuals	-1.6026150525914	1.6026150525914
Intermediate	p values	0.654118	0.654118
Higher PH	Residuals	-1.16983770584824	1.16983770584824
Higher PH	p values	1	1
Dimension	Value	MUN-020_control	JUT-008_control
Lower PH	Residuals	4.94458232464154	-4.94458232464154
Lower PH	p values	5e-06	5e-06
Intermediate	Residuals	-3.43186806515117	3.43186806515117
Intermediate	p values	0.003597	0.003597
Higher PH	Residuals	-3.21069157022818	3.21069157022818
Higher PH	p values	0.007945	0.007945
Dimension	Value	MUN-008_control	AKA-018_control
Lower PH	Residuals	-1.20488394380565	1.20488394380565
Lower PH	p values	1	1
Intermediate	Residuals	0.987014836945114	-0.987014836945114
Intermediate	p values	1	1
Higher PH	Residuals	0.63072548765374	-0.63072548765374
Higher PH	p values	1	1
Dimension	Value	MUN-008_control	COR-018_control
Lower PH	Residuals	-0.534962802851552	0.534962802851552
Lower PH	p values	1	1
Intermediate	Residuals	0.414092255356571	-0.414092255356571
Intermediate	p values	1	1
Higher PH	Residuals	0.326778377415071	-0.326778377415071
Higher PH	p values	1	1
Dimension	Value	MUN-008_control	JUT-008_control
Lower PH	Residuals	2.78950360881562	-2.78950360881562
Lower PH	p values	0.031673	0.031673
Intermediate	Residuals	-1.61689029200715	1.61689029200715
Intermediate	p values	0.635412	0.635412
Higher PH	Residuals	-2.23506119120912	2.23506119120912
Higher PH	p values	0.15248	0.15248
